# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 28 09:47:48 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,ra,dec,sy_dist,sy_gaiamag
79,BD-08 2823 b,BD-08 2823,1,2,0,Radial Velocity,2009,La Silla Observatory,5.60000000000,0.0600000000,,,2948.49413174,9.27700000,Mass,0.150000,,,K3 V,4816.00,0.710000,0.500000,-0.0600,[Fe/H],4.430000,150.1971964,-9.5165689,41.33420000,9.5033100
80,BD-08 2823 c,BD-08 2823,1,2,0,Radial Velocity,2009,La Silla Observatory,237.60000000000,0.6800000000,12.50000000,1.11000000,104.00000000,0.33000000,Msini,0.190000,,,K3 V,4746.00,0.710000,0.740000,-0.0700,[Fe/H],4.130000,150.1971964,-9.5165689,41.33420000,9.5033100
81,BD-10 3166 b,BD-10 3166,1,1,0,Radial Velocity,2000,W. M. Keck Observatory,3.48777000000,0.0400000000,14.10000000,1.26000000,187.51970000,0.59000000,Msini,0.020000,,,K0 V,5393.00,0.910000,1.470000,0.3800,[Fe/H],4.690000,164.6191243,-10.7704227,84.40690000,9.8398100
82,BD-11 4672 b,BD-11 4672,1,2,0,Radial Velocity,2014,La Silla Observatory,1634.00000000000,2.3600000000,14.10000000,1.25000000,206.58950000,0.65000000,Msini,0.050000,,,K7V,4550.00,0.639000,0.651000,-0.3500,[Fe/H],4.642000,278.3688659,-11.6370481,27.16650000,9.4851100
83,BD-11 4672 c,BD-11 4672,1,2,0,Radial Velocity,2020,Roque de los Muchachos Observatory,74.20000000000,0.3000000000,4.04000000,0.36000000,15.37000000,0.04835919,Msini,0.400000,,,K7V,4550.00,0.639000,0.651000,-0.3500,[Fe/H],4.642000,278.3688659,-11.6370481,27.16650000,9.4851100
84,BD-13 2130 b,BD-13 2130,1,1,0,Radial Velocity,2007,La Silla Observatory,714.29999000000,1.6600000000,12.50000000,1.11000000,3108.37740000,9.78000000,Msini,0.210000,,,G5 IV/V,4545.00,19.170000,2.120000,-0.0800,[Fe/H],2.200000,114.2884692,-13.9066703,925.21400000,9.6997100
85,BD-14 3065 b,BD-14 3065 A,3,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.28897310000,0.0656000000,21.59000000,1.92600000,3932.00000000,12.37000000,Mass,0.066000,646.7610,2001.00,,6935.00,2.350000,1.410000,-0.3400,[Fe/H],3.850000,153.6696689,-15.6428372,589.42300000,10.9100000
86,BD-17 63 b,BD-17 63,1,1,0,Radial Velocity,2008,La Silla Observatory,655.57000000000,1.3400000000,12.80000000,1.15000000,1639.99458012,5.16000000,Mass,0.543900,,,K5 V,4714.00,0.740000,0.741000,-0.0300,[Fe/H],4.260000,7.1413494,-16.2273254,34.46030000,9.2011200
87,BD-210397 b,BD-210397,1,2,0,Radial Velocity,2023,La Silla Observatory,1891.00000000000,2.6300000000,14.00000000,1.25000000,214.00000000,0.70000000,Msini,0.100000,0.0200,,K7 V,4051.00,0.747000,0.679000,0.1200,[Fe/H],4.670000,33.3024198,-21.1962147,23.73240000,9.2596200
88,BD-210397 c,BD-210397,1,2,0,Radial Velocity,2023,La Silla Observatory,6240.00000000000,5.9000000000,12.90000000,1.15000000,1525.57635360,4.80000000,Mass,0.430000,0.0039,,K7 V,4051.00,0.747000,0.690000,0.1200,[Fe/H],4.670000,33.3024198,-21.1962147,23.73240000,9.2596200
89,BEBOP-3 b,BEBOP-3,2,1,0,Radial Velocity,2025,Haute-Provence Observatory,547.00000000000,1.4440000000,14.20000000,1.26000000,177.34825111,0.55800000,Msini,0.247000,,,,6033.00,1.414000,1.083000,-0.0200,[Fe/H],4.203000,110.9026550,79.1323952,119.05200000,9.1008000
90,BEBOP-4 AB b,BEBOP-4 A,2,1,0,Radial Velocity,2025,Haute-Provence Observatory,1823.50000000000,3.6340000000,,,8358.88710410,26.30000000,Mass,0.428000,,,G3 V,5701.43,2.756450,1.507000,0.2615,[M/H],3.565970,192.5772651,26.1595358,234.29400000,9.4332600
91,Barnard b,Barnard's star,1,4,0,Radial Velocity,2024,Paranal Observatory,3.15420000000,0.0229000000,0.72000000,0.06420000,0.29900000,0.00094076,Msini,0.030000,6.7600,438.00,M3.5-4 V,3195.00,0.185000,0.162000,-0.5600,[Fe/H],4.900000,269.4486144,4.7379808,1.82655000,8.1951100
92,Barnard c,Barnard's star,1,4,0,Radial Velocity,2025,Gemini Observatory,4.12440000000,0.0274000000,0.74300000,0.06630000,0.33500000,0.00105403,Msini,0.080000,,400.00,M3.5-4 V,3195.00,0.185000,0.162000,-0.5600,[Fe/H],4.900000,269.4486144,4.7379808,1.82655000,8.1951100
93,Barnard d,Barnard's star,1,4,0,Radial Velocity,2025,Gemini Observatory,2.34020000000,0.0188000000,0.69400000,0.06200000,0.26300000,0.00082749,Msini,0.040000,,483.00,M3.5-4 V,3195.00,0.185000,0.162000,-0.5600,[Fe/H],4.900000,269.4486144,4.7379808,1.82655000,8.1951100
94,Barnard e,Barnard's star,1,4,0,Radial Velocity,2025,Gemini Observatory,6.73920000000,0.0381000000,0.63700000,0.05680000,0.19300000,0.00060725,Msini,0.040000,,340.00,M3.5-4 V,3195.00,0.185000,0.162000,-0.5600,[Fe/H],4.900000,269.4486144,4.7379808,1.82655000,8.1951100
95,CD Cet b,CD Cet,1,1,0,Radial Velocity,2020,Calar Alto Observatory,2.29070000000,0.0185000000,1.82000000,0.16200000,3.95000000,0.01242809,Msini,,8.6000,464.00,M5.0 V,3130.00,0.175000,0.161000,0.1300,[Fe/H],4.930000,48.3530155,4.7751881,8.60715000,12.1232000
96,CD-35 2722 b,CD-35 2722,1,1,0,Imaging,2011,Gemini Observatory,,67.0000000000,17.37392009,1.55000000,9375.93800650,29.50000000,Mass,,,1800.00,M1 V,3689.00,0.558549,0.400000,-0.1600,[m/H],4.240000,92.3300147,-35.8255375,22.38960000,10.2176000
97,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,0,Imaging,2011,W. M. Keck Observatory,10037.50000000000,2.6000000000,12.40000000,1.11000000,3337.10000000,10.50000000,Mass,,,370.00,,580.50,,0.021000,,,4.725000,224.6208333,10.2286111,23.10000000,
98,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,0,Imaging,2020,Hubble Space Telescope,8040000.00000000000,200.0000000000,20.84870410,1.86000000,2479.06157460,7.80000000,Mass,,,1800.00,M9-L1,2320.00,0.245000,0.014700,,,3.845000,246.9342770,-23.9811500,,
99,CHXR 73 b,CHXR 73,1,1,0,Imaging,2006,Hubble Space Telescope,,210.0000000000,12.30000000,1.10000000,3994.48600000,12.56900000,Mass,,,,M3.5,3099.00,,0.350000,,,,166.6193985,-77.6258725,190.37400000,17.2934000
100,CI Tau c,CI Tau,1,1,0,Radial Velocity,2024,Multiple Observatories,25.20000000000,0.1700000000,13.00000000,1.16000000,1144.18226520,3.60000000,Msini,0.580000,,,K7,3807.00,1.880857,0.900000,,,,68.4667685,22.8416192,157.99800000,12.1454000
101,COCONUTS-2 b,COCONUTS-2 A,1,1,0,Imaging,2021,NASA Infrared Telescope Facility (IRTF),402000000.00000000000,7506.0000000000,12.57647635,1.12200000,2383.71305250,7.50000000,Mass,,,493.00,M3 V,3552.00,0.366000,0.400000,0.0000,[Fe/H],4.910000,117.3009140,-76.7026960,10.88640000,10.1460000
102,CT Cha b,CT Cha,1,1,0,Imaging,2007,Paranal Observatory,,440.0000000000,24.66000000,2.20000000,5403.00000000,17.00000000,Mass,,,2600.00,K5e,4403.00,1.679694,,-0.5600,[Fe/H],3.660000,166.0375038,-76.4553693,190.72000000,11.7733000
103,CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,1,1,0,Imaging,2025,James Webb Space Telescope (JWST),,2.4800000000,12.20000000,1.09000000,4926.34030850,15.50000000,Mass,,,390.00,Y,,,0.024000,,,,293.8262172,-15.7725727,14.43000000,
104,CoRoT-1 b,CoRoT-1,1,1,0,Transit,2008,CoRoT,1.50895570000,0.0275200000,16.70000000,1.49000000,327.35000000,1.03000000,Mass,0.000000,2852.6300,1898.00,G0 V,5950.00,1.110000,0.950000,-0.3000,[M/H],4.250000,102.0798591,-3.1021394,787.90900000,13.4570000
105,CoRoT-10 b,CoRoT-10,1,1,0,Transit,2010,CoRoT,13.24060000000,0.1055000000,10.87000000,0.97000000,874.00000000,2.75000000,Mass,0.530000,16.1089,600.00,K1 V,5075.00,0.790000,0.890000,0.2600,[Fe/H],4.650000,291.0636813,0.7460143,338.38600000,14.6645000
106,CoRoT-11 b,CoRoT-11,1,1,0,Transit,2010,CoRoT,2.99433000000,0.0436000000,16.03000000,1.43000000,740.51000000,2.33000000,Mass,0.000000,1890.6490,1657.00,F6 V,6440.00,1.370000,1.270000,-0.0300,[Fe/H],4.220000,280.6872998,5.9376586,655.03700000,12.8410000
107,CoRoT-12 b,CoRoT-12,1,1,0,Transit,2010,CoRoT,2.82804200000,0.0401600000,16.14000000,1.44000000,291.43800000,0.91700000,Mass,0.070000,661.1334,1442.00,,5675.00,1.116000,1.078000,0.1600,[Fe/H],4.375000,100.7656871,-1.2964437,1126.37000000,15.3453000
108,CoRoT-13 b,CoRoT-13,1,1,0,Transit,2010,CoRoT,4.03519000000,0.0510000000,9.92000000,0.88500000,415.70400000,1.30800000,Mass,0.000000,546.5339,1700.00,G0 V,5945.00,1.010000,1.090000,0.0100,[Fe/H],4.460000,102.7211432,-5.0864557,1148.93000000,14.9147000
109,CoRoT-14 b,CoRoT-14,1,1,0,Transit,2010,CoRoT,1.51214000000,0.0270000000,12.22000000,1.09000000,2415.40000000,7.60000000,Mass,0.000000,,1952.00,F9 V,6035.00,1.210000,1.130000,0.0500,[Fe/H],4.350000,103.4242023,-5.5360385,1744.60000000,15.8116000
110,CoRoT-16 b,CoRoT-16,1,1,0,Transit,2011,CoRoT,5.35227000000,0.0618000000,13.11000000,1.17000000,170.03200000,0.53500000,Mass,0.330000,,,G5 V,5650.00,1.190000,1.098000,0.1900,[M/H],4.360000,278.5246658,-6.0026026,732.40900000,15.6507000
111,CoRoT-17 b,CoRoT-17,1,1,0,Transit,2011,CoRoT,3.76810000000,0.0461000000,11.43000000,1.02000000,772.29000000,2.43000000,Mass,0.000000,,1626.00,G2 V,5740.00,1.590000,1.040000,0.0000,[Fe/H],4.400000,278.6992360,-6.6122880,1176.12000000,15.4368000
112,CoRoT-18 b,CoRoT-18,1,1,0,Transit,2011,CoRoT,1.90006930000,0.0295000000,14.68000000,1.31000000,1102.82000000,3.47000000,Mass,0.080000,823.7009,1550.00,G9 V,5440.00,1.000000,0.950000,-0.1000,[Fe/H],4.400000,98.1724172,-0.0316045,764.88900000,14.8009000
113,CoRoT-19 b,CoRoT-19,1,1,0,Transit,2011,CoRoT,3.89713000000,0.0518000000,14.46000000,1.29000000,352.78000000,1.11000000,Mass,0.047000,1103.8090,2000.00,F9 V,6090.00,1.650000,1.210000,-0.0200,[Fe/H],4.070000,97.0335983,-0.1707293,790.66300000,13.7831000
114,CoRoT-2 b,CoRoT-2,2,1,0,Transit,2008,CoRoT,1.74299350000,0.0279800000,16.43200000,1.46600000,1102.82000000,3.47000000,Mass,0.014300,932.9076,1521.00,,5625.00,0.906000,0.960000,0.0400,[Fe/H],4.530000,291.7770457,1.3836634,213.28300000,12.2489000
115,CoRoT-20 b,CoRoT-20,1,2,0,Transit,2011,CoRoT,9.24285000000,0.0900000000,9.41556000,0.84000000,1366.66900000,4.30000000,Mass,0.590000,180.8704,1024.00,G2 V,5880.00,1.020000,1.140000,0.1400,,4.350000,97.7204249,0.2268931,844.06100000,14.4686000
116,CoRoT-20 c,CoRoT-20,1,2,0,Radial Velocity,2018,Multiple Observatories,1675.00000000000,2.9000000000,12.20000000,1.09000000,5403.11000000,17.00000000,Msini,0.600000,,,G2 V,5880.00,1.020000,1.140000,0.1400,,4.350000,97.7204249,0.2268931,844.06100000,14.4686000
117,CoRoT-21 b,CoRoT-21,1,1,0,Transit,2012,CoRoT,2.72474000000,0.0417000000,14.57170000,1.30000000,718.29580000,2.26000000,Mass,0.000000,,,F8 IV,6200.00,1.950000,1.290000,0.0000,[Fe/H],3.700000,101.0526207,-0.2991544,1398.83419686,15.8558000
118,CoRoT-22 b,CoRoT-22,1,1,0,Transit,2014,CoRoT,9.75598000000,0.0920000000,4.88000000,0.43500000,12.20000000,0.03800000,Mass,0.077000,,885.00,G3 V,5939.00,1.136000,1.099000,0.1700,[Fe/H],4.361000,280.6671392,6.2191669,627.15800000,13.7305000
119,CoRoT-23 b,CoRoT-23,1,1,0,Transit,2011,CoRoT,3.63130000000,0.0480000000,11.77000000,1.05000000,889.90000000,2.80000000,Mass,0.160000,,1660.00,G0 V,5900.00,1.610000,1.140000,0.0500,[Fe/H],4.300000,279.7826586,4.3577516,1060.97000000,15.0681000
120,CoRoT-24 b,CoRoT-24,1,2,0,Transit,2014,CoRoT,5.11340000000,0.0560000000,3.70000000,0.33000000,5.70000000,0.01800000,Mass,0.000000,,1070.00,K1 V,4950.00,0.860000,0.910000,0.3000,[Fe/H],4.550000,101.9225430,-3.7192892,591.55500000,15.1801000
121,CoRoT-24 c,CoRoT-24,1,2,0,Transit,2014,CoRoT,11.75900000000,0.0980000000,5.00000000,0.44000000,28.00000000,0.08800000,Mass,0.000000,,850.00,K1 V,4950.00,0.860000,0.910000,0.3000,[Fe/H],4.550000,101.9225430,-3.7192892,591.55500000,15.1801000
122,CoRoT-25 b,CoRoT-25,1,1,0,Transit,2013,CoRoT,4.86069000000,0.0578000000,12.11000000,1.08000000,85.81000000,0.27000000,Mass,0.000000,,1330.00,F9,6040.00,1.190000,1.090000,-0.0100,[Fe/H],4.310000,280.6296561,6.5138223,1103.48000000,14.7110000
123,CoRoT-26 b,CoRoT-26,1,1,0,Transit,2013,CoRoT,4.20474000000,0.0526000000,14.12000000,1.26000000,165.26000000,0.52000000,Mass,0.000000,,1600.00,G5,5590.00,1.790000,1.090000,0.0100,[Fe/H],3.990000,279.7504991,6.9697828,1045.18000000,15.4682000
124,CoRoT-27 b,CoRoT-27,1,1,0,Transit,2014,CoRoT,3.57532000000,0.0476000000,11.28700000,1.00700000,3302.11000000,10.39000000,Mass,0.065000,,1500.00,G2,5900.00,1.080000,1.050000,-0.1000,[M/H],4.400000,278.4958319,5.5383811,1010.28000000,15.3902000
125,CoRoT-28 b,CoRoT-28,1,1,0,Transit,2015,CoRoT,5.20851000000,0.0603000000,10.70459500,0.95500000,153.82972000,0.48400000,Mass,0.047000,,,G8/9 IV,5150.00,1.780000,1.010000,0.1500,[Fe/H],3.600000,278.6883216,5.5736911,766.18300000,13.4119000
126,CoRoT-29 b,CoRoT-29,1,1,0,Transit,2015,CoRoT,2.85057000000,0.0386000000,10.08810000,0.90000000,270.15550000,0.85000000,Mass,0.082000,,,K0 V,5260.00,0.900000,0.970000,0.2000,[Fe/H],4.300000,278.9020691,6.4795703,806.50700000,15.2394000
127,CoRoT-3 b,CoRoT-3,1,1,0,Transit,2008,CoRoT,4.25680000000,0.0578300000,11.32000000,1.01000000,6883.91000000,21.66000000,Mass,0.000000,,1695.00,F3 V,6740.00,1.560000,1.370000,0.1400,[Fe/H],4.220000,292.0552827,0.1218359,768.77100000,13.2188000
128,CoRoT-30 b,CoRoT-30,1,1,0,Transit,2020,CoRoT,9.06005000000,0.0844000000,11.30988100,1.00900000,921.70700000,2.90000000,Mass,0.007000,,,G3 V,5650.00,0.910000,0.980000,0.0200,[Fe/H],4.400000,277.6011767,6.8359338,1032.23000000,15.4130000
129,CoRoT-31 b,CoRoT-31,1,1,0,Transit,2020,CoRoT,4.62941000000,0.0586000000,16.36514000,1.46000000,266.97720000,0.84000000,Mass,0.020000,,,G2 IV,5700.00,2.150000,1.250000,0.0000,[Fe/H],3.850000,94.8207350,-4.4222978,2005.76000000,15.4655000
130,CoRoT-32 b,CoRoT-32,1,1,0,Transit,2018,CoRoT,6.71837000000,0.0710000000,6.38913000,0.57000000,47.67450000,0.15000000,Mass,,132.2600,938.00,G0 VI,5970.00,0.790000,1.080000,0.0000,[Fe/H],4.670000,100.1951714,9.2573953,576.68300000,13.5867000
131,CoRoT-35 b,CoRoT-35,1,1,0,Transit,2022,CoRoT,3.22748000000,0.0429000000,18.83108758,1.68000000,349.61124770,1.10000000,Mass,0.000000,,1747.00,F6 V,6390.00,1.650000,1.010000,-0.5000,[Fe/H],4.010000,289.3143526,-2.7747085,1123.21000000,15.2625000
132,CoRoT-36 b,CoRoT-36,1,1,0,Transit,2022,CoRoT,5.61653100000,0.0660000000,15.80466279,1.41000000,216.12331676,0.68000000,Mass,0.000000,,1567.00,F3 V,6730.00,1.520000,1.320000,-0.1000,[Fe/H],4.160000,277.7510149,7.1833465,925.95800000,12.9515000
133,CoRoT-4 b,CoRoT-4,1,1,0,Transit,2008,CoRoT,9.20205000000,0.0900000000,13.34000000,1.19000000,228.83000000,0.72000000,Mass,0.000000,203.9517,1074.00,,6190.00,1.170000,1.160000,0.0500,,4.410000,102.1946233,-0.6727861,726.41200000,13.5613000
134,CoRoT-5 b,CoRoT-5,1,1,0,Transit,2009,CoRoT,4.03789620000,0.0494700000,15.55800000,1.38800000,148.42000000,0.46700000,Mass,0.090000,786.2949,1438.00,F9 V,6100.00,1.186000,1.000000,-0.2500,[M/H],4.190000,101.2772396,0.8152163,882.47200000,13.9021000
135,CoRoT-6 b,CoRoT-6,1,1,0,Transit,2009,CoRoT,8.88659300000,0.0855000000,13.06800000,1.16600000,940.74000000,2.96000000,Mass,0.100000,,1017.00,F9 V,6090.00,1.025000,1.050000,-0.2000,[Fe/H],4.430000,281.0725563,6.6632062,645.29400000,13.7459000
136,CoRoT-7 b,CoRoT-7,1,3,0,Transit,2009,CoRoT,0.85359163000,0.0170160000,1.68135000,0.15000000,4.07660518,0.01282637,Mass,0.000000,,1756.00,G9 V,5275.00,0.830000,0.820000,0.0500,[Fe/H],4.500000,100.9561682,-1.0630076,159.90600000,11.5239000
137,CoRoT-7 c,CoRoT-7,1,3,0,Radial Velocity,2009,CoRoT,3.69800000000,0.0460000000,2.83000000,0.25300000,8.40000000,0.02642922,Mass,0.000000,,,G9 V,5256.00,0.864273,0.899000,0.0600,[M/H],4.518530,100.9561682,-1.0630076,159.90600000,11.5239000
138,CoRoT-7 d,CoRoT-7,1,3,0,Radial Velocity,2022,La Silla Observatory,8.96600000000,,4.31000000,0.38400000,17.14200000,0.05393476,Mass,,,,G9 V,5250.00,0.838900,0.915000,0.1200,[Fe/H],4.573000,100.9561682,-1.0630076,159.90600000,11.5239000
139,CoRoT-8 b,CoRoT-8,1,1,0,Transit,2010,CoRoT,6.21229000000,0.0630000000,6.39000000,0.57000000,69.92000000,0.22000000,Mass,0.000000,,870.00,K1 V,5080.00,0.770000,0.880000,0.3000,[M/H],4.580000,291.5885696,1.4262972,322.03700000,14.2195000
140,CoRoT-9 b,CoRoT-9,2,1,0,Transit,2009,CoRoT,95.27265600000,0.4021000000,11.94879400,1.06600000,266.97720000,0.84000000,Mass,0.133000,,420.00,G3 V,5625.00,0.960000,0.960000,-0.0100,[Fe/H],4.540000,280.7866461,6.2040783,412.98000000,13.5008000
141,DE CVn b,DE CVn,2,1,0,Eclipse Timing Variations,2018,Multiple Facilities,4098.10000000000,5.7500000000,12.40000000,1.10000000,3823.27330161,12.02930278,Msin(i)/sin(i),0.000000,,,,3579.00,0.424754,0.510000,,,4.804130,201.7207198,45.5455449,30.52250000,11.9752000
142,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,0,Astrometry,2013,Paranal Observatory,246.36000000000,0.3600000000,11.90000000,1.06000000,9057.77000000,28.50000000,Mass,0.345000,,,L1.5,,,0.075000,,,,125.7620668,-49.2003008,20.77000000,18.5577000
143,DH Tau b,DH Tau,1,1,0,Imaging,2004,Subaru Telescope,,330.0000000000,30.26430000,2.70000000,3496.00000000,11.00000000,Mass,,,2200.00,M0.5,4371.00,0.270000,0.330000,,,4.001030,67.4231674,26.5493897,134.84600000,12.4961000
144,DMPP-1 b,DMPP-1,1,4,0,Radial Velocity,2019,La Silla Observatory,17.81200000000,0.1423000000,4.26000000,0.38000000,16.80000000,0.05285871,Msini,0.200000,,877.00,F8 V,6196.00,1.260000,1.210000,,,4.410000,86.7761233,-10.6303217,62.53880000,7.8503200
145,DMPP-1 c,DMPP-1,1,4,0,Radial Velocity,2019,La Silla Observatory,10.03000000000,0.0973000000,3.31000000,0.29500000,10.94000000,0.03442109,Msini,0.220000,,1239.00,F8 V,6196.00,1.260000,1.210000,,,4.410000,86.7761233,-10.6303217,62.53880000,7.8503200
146,DMPP-1 d,DMPP-1,1,4,0,Radial Velocity,2019,La Silla Observatory,3.14170000000,0.0446700000,2.02000000,0.18000000,4.72000000,0.01485078,Msini,0.360000,,1632.00,F8 V,6196.00,1.260000,1.210000,,,4.410000,86.7761233,-10.6303217,62.53880000,7.8503200
147,DMPP-1 e,DMPP-1,1,4,0,Radial Velocity,2019,La Silla Observatory,5.51600000000,0.0651000000,1.86000000,0.16600000,4.13000000,0.01299437,Msini,0.070000,,1314.00,F8 V,6196.00,1.260000,1.210000,,,4.410000,86.7761233,-10.6303217,62.53880000,7.8503200
148,DMPP-2 b,DMPP-2,1,3,0,Radial Velocity,2019,Multiple Facilities,5.20300000000,0.0663800000,14.20000000,1.27000000,171.48000000,0.53953642,Msini,0.060000,,1000.00,F5 V,6500.00,1.780000,1.410000,,,4.100000,27.4077310,-34.4590985,137.94000000,8.4582400
149,DMPP-2 c,DMPP-2,1,3,0,Radial Velocity,2026,Multiple Observatories,3.16800000000,0.0478900000,8.26000000,0.73700000,51.79000000,0.16294956,Msini,0.280000,,,F5 V,6500.00,1.780000,1.410000,,,4.100000,27.4077310,-34.4590985,137.94000000,8.4582400
150,DMPP-2 d,DMPP-2,1,3,0,Radial Velocity,2026,Multiple Observatories,16.49100000000,0.1432000000,11.60000000,1.03000000,91.79000000,0.28880364,Msini,0.100000,,,F5 V,6500.00,1.780000,1.410000,,,4.100000,27.4077310,-34.4590985,137.94000000,8.4582400
151,DMPP-3 A b,DMPP-3 A,2,1,0,Radial Velocity,2019,La Silla Observatory,5.59000000000,0.0595800000,1.44000000,0.12900000,2.67000000,0.00840076,Msini,0.420000,,854.00,K0 V,5138.00,0.910000,0.900000,0.1800,[Fe/H],4.460490,91.6243532,-72.5143057,46.89170000,8.8543000
152,DMPP-4 b,DMPP-4,1,1,0,Radial Velocity,2023,Multiple Observatories,3.49820000000,0.0485300000,3.53000000,0.31500000,12.20000000,0.03838549,Msini,0.063000,,,F5-F8 V,6400.00,1.380000,1.250000,-0.0070,[Fe/H],4.240000,293.5826648,51.2358069,25.32840000,5.6003700
153,DMPP-6 b,DMPP-6,1,2,0,Radial Velocity,2026,Multiple Observatories,7.60270000000,0.0779000000,2.28000000,0.20300000,5.80000000,0.01824884,Msini,0.340000,,,,6182.09,1.270000,1.079000,0.3200,[M/H],4.313740,120.3857827,-70.0234291,54.63030000,7.5605600
154,DMPP-6 c,DMPP-6,1,2,0,Radial Velocity,2026,Multiple Observatories,36.44100000000,0.2206000000,3.74000000,0.33400000,13.47000000,0.04238136,Msini,0.310000,,,,6182.09,1.270000,1.079000,0.3200,[M/H],4.313740,120.3857827,-70.0234291,54.63030000,7.5605600
155,DMPP-7 b,DMPP-7,1,1,0,Radial Velocity,2026,Multiple Observatories,4.98400000000,0.0587300000,9.13000000,0.81500000,61.39000000,0.19315454,Msini,0.100000,,,G1 V,5996.82,1.539490,1.090000,,,4.170000,203.5284651,0.4988127,101.38600000,8.6531300
156,DMPP-8 b,DMPP-8,1,1,0,Radial Velocity,2026,Multiple Observatories,62.91500000000,0.3098000000,10.80000000,0.96000000,81.09000000,0.25513767,Msini,0.275000,,,,6009.00,1.240000,0.990000,,,4.321110,305.3083517,-81.6166664,76.13350000,8.4944100
157,DMPP-9 b,DMPP-9,1,1,0,Radial Velocity,2026,Multiple Observatories,12.73300000000,0.1097000000,3.89000000,0.34700000,14.43000000,0.04540186,Msini,0.250000,,,,6092.00,1.260000,1.100000,,,4.261300,316.3060007,-66.9581622,109.53900000,9.0808700
158,DP Leo b,DP Leo,2,1,0,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,10220.00000000000,8.1900000000,12.70000000,1.14000000,1995.88832000,6.28000000,Mass,0.390000,,,,13500.00,0.011500,0.690000,,,,169.3162193,17.9615717,305.68400000,18.6333000
159,DS Tuc A b,DS Tuc A,2,1,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.13826800000,,5.70000000,0.50851994,413.17900000,1.30000000,Mass,0.000000,115.8276,850.00,G6 V,5428.00,0.964000,1.010000,0.0000,,4.600000,354.9154673,-69.1960430,44.06220000,8.3192600
160,EPIC 201170410.02,EPIC 201170410,1,1,0,Transit,2020,K2,6.79870000000,0.0349000000,1.04700000,0.09340708,1.15000000,0.00360000,M-R relationship,0.000000,,,,3648.00,0.282000,0.287000,-0.0480,[Fe/H],4.999000,170.1408561,-4.8070039,134.00000000,16.4386000
161,EPIC 201238110 b,EPIC 201238110,1,1,0,Transit,2019,K2,28.16560000000,,1.87000000,0.16683023,4.16000000,0.01310000,M-R relationship,,,,,3587.00,0.374000,0.410000,,,4.776130,179.7058532,-3.3894613,159.25900000,15.2612000
162,EPIC 201427007 b,EPIC 201427007,1,1,0,Transit,2021,K2,0.72091000000,,1.50000000,0.13382127,2.86000000,0.00899000,M-R relationship,,,,,5633.00,0.940000,0.930000,-0.0530,[Fe/H],4.400000,184.6021322,-0.5512886,706.39100000,14.1470000
163,EPIC 201497682 b,EPIC 201497682,1,1,0,Transit,2019,K2,2.13174000000,,0.69200000,0.06173610,0.26000000,0.00081700,M-R relationship,,,,,4991.00,0.554000,0.780000,-0.0892,[M/H],4.634440,168.9366786,0.4880606,253.02600000,13.7368000
